CodigoExterno,Nombre,CodigoEstado,FechaCierre
4999-37-LP25,Equipamiento clínico y otros DESAM SPA,5,2025-10-06 16:01:00
500977-188-LP25,Pruebas H817,5,2025-10-13 15:12:00
5015-3-LE25,Adquisición de insumos Dentales y Médicos,5,2025-10-13 15:01:00
5019-19-LE25,SERVICIO DE ASEO GENERAL,5,2025-10-09 16:00:00
5039-24-H225,CONSTRUCCIÓN VIVIENDAS DEL PROGRAMA DE HABITABILIDAD RURAL,5,2025-10-24 16:00:00
5039-26-LP25,ADQUISICIÓN CAMIÓN LIMPIA FOSAS PARA MANTENCIONES Y EMERGENCIAS SISTEMAS DE ALCANTARILLADO COMUNA DE RÍO IBÁÑEZ,5,2025-10-07 16:30:00
5041-10-LE25,ADQ.DE RODILLO COMPACTADOR DOBLE TAMBOR 740 KG.,5,2025-10-06 15:00:00
5048-19-O125,"MEJ RTA Q-148, LA SUERTE - LAS QUILAS, BIOBIO",5,2025-11-21 11:30:00
5048-25-O125,"CONSTR.CONEXIÓN VIAL RALCO – LONQUIMAY, R.BIOBÍO",5,2025-12-04 10:30:00
5048-31-O125,AIF VILLA ORTEGA ,5,2025-11-07 10:30:00
5048-44-O125,O. Puente Pocoyan Reg. de La Araucanía,5,2025-10-15 11:30:00
5048-49-LR25,Repocición Puente Chorrillo Vapor Reg XII,5,2025-10-22 09:30:00
5048-50-O225,"MEJ.PAS.URB. R.5 ARICA, SEC.C, R.XV. 3er Llamado",5,2025-10-14 09:30:00
5048-52-O125,"EST. ING. PTE VESPERTINA-LAS GAVIOTAS, LOS LAGOS",5,2025-10-14 11:30:00
5048-55-O125,"Est. Ing. Reposición Puente Pupio, Región Coquimbo",5,2025-10-16 10:30:00
5048-56-O125,AIF PUENTE PUTAGAN - LINARES,5,2025-10-10 10:30:00
5048-57-O125,EST.PREF. COSTERA PAPUDO REGION DE VALPARAISO,5,2025-10-28 10:30:00
5048-59-O125,"Est. Ing. Actualización 2do puente, Reg.XIV",5,2025-10-15 10:30:00
5048-60-O125,"AIF MEJ. RUTA 235-CH S.PTO RAMÍREZ-PALENA, R.X.",5,2025-10-30 10:30:00
5048-62-O125,E.BÁSICO ANÁLISIS MEDICIONES RUIDOS ZONA AUSTRAL,5,2025-10-29 10:30:00
5048-64-O125,EST. BASICO ALTO RENDIMIENTO ETAPA 1,5,2025-11-04 10:30:00
5052-37-LR25,CONCESION CASINO HOSPITAL REGIONAL DE TALCA,5,2025-10-16 18:30:00
5053-131-LE25,Servicio mantención integral de maquinas de anestesia,5,2025-10-13 15:12:00
5053-133-LE25,Mantención preventiva sillones dentales	,5,2025-10-13 16:13:00
5053-136-LE25,SERVICIO E INSUMOS SISTEMA DE DETECCIÓN Y EXTINCIÓN DE INCENDIOS ,5,2025-10-06 17:30:00
5055-50-LP25,CONVENIO PARA TRATAMIENTO DE ESCOLIOSIS EN NIÑOS Y ADOLESCENTES,5,2025-10-07 13:00:00
5055-51-LP25,Convenio prótesis escoliosis neuromuscular,5,2025-10-20 17:00:00
5055-52-LP25,CONVENIO POR AUDÍFONOS PARA HIPOACUSIA BILATERAL PACIENTES GES NO GES MAYORES DE 4 AÑOS,5,2025-10-09 16:31:00
5055-53-LP25,CONVENIO PARA TRATAMIENTO DE CIFOESCOLIOSIS,5,2025-10-09 15:00:00
5056-100-LE25,Servicio arriendo adaptador polisomnografo,5,2025-10-06 15:01:00
5056-95-LR25,Servicio de apoyo personal médico para Unidad de Emergencia,5,2025-10-30 15:00:00
5056-98-LP25,COMPRA DE SERVICIO DE INFORMACIÓN APOYO Y ORIENTACIÓN AL USUARIO,5,2025-10-07 14:00:00
5060-154-L125,SN855-PRO RETENCION SERVICIO DE SALIDA PEDAGOGICA  BELEZAS Y SECRETOS  NATURALES DE  CONGUILLIO ,5,2025-10-10 14:45:00
5060-157-L125,"S271-SEP. TALLER ""MANEJO DE SITUACIONES DE CRISIS EN CONTEXTOS ESCOLARES"" PARA INSUCO ORD N°32",5,2025-10-06 15:00:00
5060-158-L125,"S005-SEP. SERVICIO DE SALIDA PEDAGOGICA ""LLAMAS DEL SUR"" PARA LICEO GABRIELA MISTRAL ",5,2025-10-06 15:10:00
5060-159-L125,"S7-SEP. CAPACITACIÓN ""DESAROLLO DE HABILIDADES DE LENGUA INGLESA"" PARA COLEGIO MUNDO MÁGICO ",5,2025-10-06 15:30:00
5060-160-L125,S355-SEP. SERVICIO DE CAPACITACIÓN PARA ESC.REDUCCION MONTE VERDE ORD N°27,5,2025-10-06 15:40:00
5060-161-L125,s324 S.E.P. ADQUISICIÓN DE CAPACITACIÓN PARA ESCUELA STANDARD (ORD N°99),5,2025-10-07 10:00:00
5060-162-L125,S325 S.E.P. ADQUISICIÓN DE CAPACITACIÓN PARA ESCUELA STANDARD (ORD N°98),5,2025-10-07 10:00:00
5060-163-L125,S581 CAPACITACIÓN: “JUEGOS Y ESTRATEGIAS LÚDICAS PARA EL DESARROLLO DE HABILIDADES SOCIOEMOCIONALES” PARA ESCUELA COLLIMALLIN ORD N°25 PIE,5,2025-10-06 16:30:00
5060-164-L125,S598 CAPACITACIÓN “ESTRATEGIAS LÚDICAS PARA EL BIENESTAR Y LA CONVIVENCIA ESCOLAR DE LOS EQUIPOS EDUCATIVOS” PARA ESCUELA COLLIMALLIN ORD N°25 PIE,5,2025-10-08 16:30:00
5060-165-L125,"S584 CAPACITACIÓN “FORTALECIMIENTO DE LA CO-ENSEÑANZA Y TRABAJO COLABORATIVO COMO UNA ESTRATEGIA INCLUSIVA"" PARA LA ESCUELA VILLA ALEGRE ORD N°38 PIE",5,2025-10-08 16:30:00
5060-166-L125,S588 CAPACITACIÓN “ESTRATEGIAS DE INTERVENCIÓN EN ESTUDIANTES QUE PRESENTEN TRASTORNO DE ESPECTRO AUTISTA” PARA ESCUELA MUNICIPAL LOS AVELLANOS ORD N°47 PIE,5,2025-10-06 16:30:00
5060-167-L125,"S356 ""CAPACITACIÓN ENSEÑANZA DE UN  SEGUNDO IDIOMA EN CONTEXTO BILINGÜE CON UN ENFOQUE INCLUSIVO A ESTUDIANTES CON NECESIDADES EDUCATIVAS ESPECIALES , PARA COLEGIO MUNDO MAGICO S23 PIE""",5,2025-10-06 16:30:00
5060-168-L125,"S357 CAPACITACIÓN NEUROCIENCIA EDUCTIVA ESTRATEGIAS DE INTERVENCIÓN PARA EL APRENDIZAJE DE ESTUDIANTES CON NECESIDADES EDUCATIVAS ESPECIALES, PARA COELGIO MUNDO MAGICO S21""PIE",5,2025-10-06 16:30:00
5060-169-L125,S596 CAPACITACIÓN “TRABAJO EN EQUIPO Y COMUNICACIÓN EFECTIVA” PARA ESCUELA MILLARAY ORD N°64 PIE,5,2025-10-06 16:30:00
5060-170-L125,S773 CAPACITACIÓN TRASTORNO DEL ESPECTRO AUTISTA Y CONCIVENCIA EN LA COMUNIDAD EDUCATIVA PARA ESCUELA MILLARAY ORD N°65 PIE,5,2025-10-09 16:30:00
5060-171-L125,SN°461-SEP-SALIDA PEDAGÓGICA “VISITA JARDÍN BOTÁNICO Y FUERTE DE NIEBLA” PARA ESCUELA MUNICIPAL PEDRO DE VALDIVIA DE TEMUCO,5,2025-10-10 10:00:00
5060-172-L125,SN°333 SEP-CAPACITACIÓN: “ESTRATEGIAS DE RESOLUCIÓN ALTERNATIVA DE CONFLICTOS EN EL AULA” “ESCUELA ARTURO PRAT - TEMUCO,5,2025-10-10 10:00:00
5061-87-L125,"SCHC 226 SUMINISTRO, INSTALACIÓN Y CONFIGURACIÓN DE SISTEMA DE BOTONES INALÁMBRICOS PARA EL CESFAM PUEBLO NUEVO. CONVENIO AGL, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS",5,2025-10-07 15:00:00
5061-89-L125,"SCHC 233 SERVICIO DE RELATORÍA PARA CURSO ""METODOLOGÍA DE EDUCACIÓN ACTIVA PARTICIPATIVA EN SALUD"" PARA FUNCIONARIOS DEL CESFAM EL CARMEN. CONVENIO MAIS, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS",5,2025-10-06 15:00:00
5061-90-L125,SCHC N°240 Servicio de remodelación sala rio de Cesfam Amanecer,5,2025-10-13 15:00:00
5061-91-L125,"SCHC 245 Adquisición de Tóneres para Impresora MFC-L8900CDW y Tintas para impresora CANON MAXIFY GX7010, para stock Bodega General",5,2025-10-09 15:00:00
5061-92-L125,"SCHC 244 MEJORAMIENTO Y CAMBIO DE PUERTA BOX PROGRAMA DE ALIMENTACIÓN COMPLEMENTARIA DEL ADULTO MAYOR DEL CESFAM PUEBLO NUEVO, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS",5,2025-10-10 20:00:00
5061-93-L125,SCHC N°247 Servicio de internet satelital y telefonía IP para posta Collimallin y Conoco,5,2025-10-10 15:30:00
5061-94-L125,"SCHC 246 SERVICIO DE PAVIMENTACIÓN DE VEREDA ENTRE CESFAM PUEBLO NUEVO Y FARMACIA, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS",5,2025-10-14 18:00:00
5067-169-LE25,Adquisición de medallas copas y trofeos,5,2025-10-13 15:01:00
5067-184-L125,Adquisición e instalación de Campana Extractora de gases- Solicitud N° 85897 - CC47,5,2025-10-06 15:00:00
5067-188-CO25,CONTRATACIÓN DE ORGANISMO TÉCNICO DE CAPACITACIÓN,5,2025-10-13 15:01:00
5067-193-L125,Adquisición e instalación de aires acondicionados,5,2025-10-06 15:00:00
507428-117-LR25,ADQUISICIÓN CÁMARA HIPERBÁRICA MULTIPLAZA Y EQUIPO,5,2025-10-09 15:00:00
507428-168-LP25,ADQUISICIÓN DE EQUIPOS INSTALACIÓN IMPRESORAS NHA,5,2025-10-16 17:00:00
507428-169-LP25,REPOSICIÓN MOBILIARIO CLINICO H. DE CASTRO,5,2025-10-06 17:25:00
507428-170-LR25,DISPENSADORES DE FARMACOS Y COLUMNAS DE DISPENSACION PROYECTO NHA,5,2025-11-03 15:01:00
507428-172-LP25,C.S. SILLAS DE RUEDAS GES AÑO 2025-2026,5,2025-10-06 17:00:00
507428-173-LE25,LICITACION UNIFORMES FUNCIONARIOS SAMU CHILOE,5,2025-10-06 15:00:00
507428-174-LE25,CONTRATACIÓN DE SERVICIOS DE TECNÓLOGO MÉDICO,5,2025-10-10 17:00:00
507428-179-L125,ADQUISICIÓN EQUIPOS INFORMATICOS COSAM QUELLON,5,2025-10-10 17:00:00
5083-40-LP25,CONTRATO DE SUMINISTRO DE PLACAS DE TIBIA DISTAL BLOQUEADA Y NO BLOQUEADA PARA EL HOSPITAL SAN JUAN DE DIOS DE CURICÓ.,5,2025-10-08 16:00:00
5083-41-LP25,CONTRATO DE SUMINISTRO DE INSUMOS TRAUMATOLOGICOS PARA CADERA,5,2025-10-22 16:30:00
5095-1-LE25,Mantenimiento Infraestructura de datos y electrica,5,2025-10-08 15:01:00
5110-23-LE25,SISTEMA INFORMATICO DE GESTION Y ADM. REC. PEDAGOG,5,2025-10-06 17:00:00
513779-1-L125,UNIDADES DEMOSTRATIVAS PRODESAL,5,2025-10-06 17:54:00
513779-2-L125,CAPACITACIONES Y GIRAS TÉCNICAS USUARIOS PRODESAL,5,2025-10-08 19:07:00
5147-51-L125,SERVI CIO DE CALCULO ESTRUCTURAL Y REVISOR INDEP,5,2025-10-08 15:00:00
5147-52-LE25,PRODUCCIÓN DE EVENTOS JINETEADA 2025,5,2025-10-10 09:00:00
5147-53-LE25,Producción de evento Cena y show aniversario 2025,5,2025-10-13 15:01:00
5147-54-LE25,Adquisición de tintas y toners para dependencias municipales,5,2025-10-13 15:01:00
5148-10-LQ25,HABILITACIÓN DE OFICINAS MINISTERIO PÚBLICO,5,2025-11-05 19:59:00
5148-11-LQ25,PÓLIZAS DE SEGUROS DE INCENDIO SISMO Y ADICIONALE,5,2025-10-20 15:00:00
5148-13-LE25,Mantenimiento Sistema CCTV Fiscalía Nacional,5,2025-10-30 18:00:00
514847-19-LE25,RETIRO TRANSPORTE Y DISPOSICION FINAL REAS,5,2025-10-09 19:30:00
514862-100-LR25,MEJORAMIENTO INTEGRAL CESFAM LO HERMIDA 10031886,5,2025-10-17 15:01:00
514862-102-LE25,CIRCULACIÓN EXTERIOR CESFAM CSH 10032158,5,2025-10-08 15:01:00
514862-103-LQ25,LIC.RETI.TRASLADODISPOSICIONELIMINACION 10032133,5,2025-10-17 15:00:00
514862-104-LQ25,IMPL.SISTEMA Y ARRIENDO DE EQUIPAMIENTO 10032161,5,2025-10-13 15:03:00
514862-105-LE25,IMPLEMENTOS DEPORTIVOS COLEGIOS REDUCA 10032147,5,2025-10-06 15:01:00
514862-106-LE25,EQUIPO ELECTROGENO DROGUERIA- COSAM 10032143,5,2025-10-09 15:01:00
514862-107-LE25,Mantención Instalaciones de GAS REDUCA 10032153,5,2025-10-23 15:00:00
514862-108-LE25,Servicio de Ecografía Abdominal 10032149,5,2025-10-23 15:00:00
514862-109-LE25,SERV.ENCUESTA DE SATISFACCIÓN USUARIA 10032206,5,2025-10-20 15:05:00
514862-97-LQ25,MANTENCION CUENTAS CORRIENTES CORPORATIVA 10031964,5,2025-10-27 15:01:00
514862-99-LE25,MANTENCIÓN Y SANITIZACIÓN PLAGA  PALOMAS 10032116,5,2025-10-06 15:01:00
5153-40-LE25,ADQUISICIÓN GABIENTE DE BIOSEGURIDAD,5,2025-10-14 17:00:00
5153-41-LE25,UNIDADES OFTALMOLÓGICAS MULTIFUNCIONALES,5,2025-10-14 17:00:00
5155-35-LQ25,748 - Contratación servicio de arriendo de equipos de impresión multifuncionales para SERVEL por 24 meses,5,2025-10-06 15:00:00
5155-36-LQ25,761 - CONTRATACIÓN SERVICIO DE PLATAFORMA DE MESA DE SERVICIO ITSM,5,2025-10-15 15:00:00
5158-43-LP25,Contrato de suministro servicios  de aseo integral,5,2025-10-06 15:00:00
5158-44-LQ25,Contrato de suministro servicio de  vigilancia,5,2025-10-13 15:05:00
5178-31-LP25,Insumos para toma de muestras Citológicas,5,2025-10-14 16:00:00
5178-32-LE25,Campana de Filtración de Gases Gama Plug y Play,5,2025-10-06 16:00:00
5178-33-LE25,Adq. de Ecografo Dopller para Dpto. Kinesiología,5,2025-10-06 16:00:00
5178-34-LQ25,Serv. de eliminación de residuos biopeligrosos,5,2025-10-20 16:00:00
5184-159-LP25,MEDICAMENTOS USADOS EN GINECOLOGIA ,5,2025-10-21 11:07:00
5188-3-LR25,CONVENIO DE SUMINISTRO DE ENERGIA ELECTRICA ,5,2025-11-04 16:00:00
5190-27-LE25,VILLA LOS NEVADOS - SALÓN DE EVENTOS,5,2025-10-13 15:30:00
5190-28-LP25,JENABIEN - SUMINISTRO DE CARNES ROJAS Y BLANCAS,5,2025-10-22 15:00:00
5196-31-LE25,BS003 Servicio de Maquinas Expendedoras,5,2025-10-10 12:00:00
5198-11-L125,Reparación de letrero - Memo 37018 CC 36,5,2025-10-06 15:00:00
5198-12-L125,Servicio de Limpieza de Fosas en Planta de Tratamiento CEREDE - USACH // Memorándum 33430 de CC:036,5,2025-10-09 15:00:00
5198-13-L125,"Remoción, reinstalación y  refuerzo estructural de Juego Modular en CEREDE - USACH // MEMO 37048 - CC:036",5,2025-10-13 15:00:00
5198-5-LR25,CONTRATACIÓN DE SEGUROS DE SALUD CATASTRÓFICO HOSPITALARIO Y DE VIDA,5,2025-10-23 16:00:00
5198-6-LR25,Adquisición Giftcard Bienestar 2025,5,2025-10-27 15:00:00
5198-7-LE25,Producción Fiesta de Fin de Año 2025 – USACH,5,2025-10-06 15:00:00
520149-27-LE25,PC 5581 Telefonía satelital - DINFO-sla,5,2025-10-09 11:00:00
520149-28-LR25,Salones Aeropuerto-PC 5568-DIPRO-sla,5,2025-10-27 15:00:00
520149-29-LP25,Servicio de traducción-DINFRAL-PC N 5576-sla,5,2025-10-20 15:00:00
520149-30-CO25,Mantencion persianas-DESERVI-PC N°5579-MVG,5,2025-10-10 11:11:00
520663-35-LS10,ACTUALIZACIÓN DEL PLAN DE TRANSPORTE DEL GRAN CONCEPCIÓN,5,
5215-36-LE25,MUEBLES CLINICOS,5,2025-10-07 13:00:00
5215-37-LE25,SERVICIO DE CANASTA INTEGRAL DE GINECOLOGIA,5,2025-10-07 17:00:00
523522-3-LE25,Defensa Penal Indigena para la XV Región,5,2025-10-27 16:00:00
523522-4-LE25,Defensa Penal migrantes y extranjeros para la XV Región,5,2025-10-27 16:00:00
523524-3-LQ25,Servicio de Defensa Penal Zona 1 - Los Lagos.-,5,2025-10-27 16:00:00
523524-4-LP25,Ss. de Defensa Penal Indígena Zona 1 y Zona 2,5,2025-10-27 16:00:00
5240-102-LR25,ADQUISICIÓN DE TENIDA MOTORISTA PARA CARABINEROS ,5,2025-10-15 15:30:00
5240-120-LR25,ADQUISICIÓN DE CELULARES DE ESTANDAR MILITAR,5,2025-10-10 15:30:00
5240-124-LP25,OVERHAUL EXCHANGE INTERMEDIATE GEARBOX HELICÓPTERO,5,2025-10-08 15:30:00
5240-125-LQ25,SERVICIO DE PLATAFORMA DE VIDEOCONFERENCIA POR NUBE POR 36 MESES PARA CARABINEROS DE CHILE,5,2025-10-06 15:30:00
5240-126-LP25,ADQUISICIÓN DE AUDIO CONTROL UNIT PARA HELICÓPTERO,5,2025-10-07 15:30:00
5240-127-LQ25,SERV. OVERHAUL EXCHANGE MOTOR AVIÓN PIPER NAVAJO,5,2025-10-07 15:30:00
5240-129-LR25,CONTRATACIÓN DEL SERVICIO DE ARRIENDO DE CAMIONETAS 4X4 DOBLE CABINA POR UN PERIODO DE 36 MESES PARA CARABINEROS DE CHILE,5,2025-10-22 15:30:00
5240-130-LP25,CONTRATACIÓN DEL SERVICIO DE AUDITORIA EXTERNA,5,2025-10-06 15:30:00
5240-131-LP25,ADQ. GORRA DE UNIFORME P.N.I. MASCULINA,5,2025-10-27 15:30:00
5240-132-LP25,ADQUISICIÓN DE LICENCIAS DE SOFTWARE,5,2025-10-16 15:30:00
5240-133-LR25,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL PARQUE VEHICULAR MARCA TOYOTA DE CARABINEROS DE CHILE REGIÓN METROPOLITANA POR UN PERIODO DE 24 MESES,5,2025-10-29 15:30:00
5240-134-LP25,SUMINISTRO PARKA IMPERMEABLE OPERATIVA UNISEX,5,2025-11-03 15:30:00
5240-135-LP25,SERVICIO MANTENCION DE JARDINES,5,2025-10-22 15:30:00
5251-143-LE25,Servicio de Impresión de Folletos,5,2025-10-06 20:00:00
5251-153-LP25,Servicio de impresión copias y digitalización,5,2025-10-14 18:00:00
5251-154-LE25,Servicio de Traslado Salida a Terreno Diseño,5,2025-10-13 15:30:00
5251-156-LP25,Diagnóstico Adm. y Finanzas Ues Estatales,5,2025-10-23 20:00:00
5251-157-LE25,Fluxómetros para todas las sedes,5,2025-10-13 20:00:00
5251-158-LE25,Servicio levantamiento de información de titulados,5,2025-10-13 20:00:00
5251-159-LE25,Servicio tasación de propiedades 32 UTEM ,5,2025-10-13 15:15:00
5261-3-O125,Cons Seguridad Vial Monte patria,5,2025-10-10 08:30:00
5268-12-O125,"CP RUTA O-910 Y RUTA O-882, STA JUANA PROV. CONCEP",5,2025-10-14 09:00:00
5268-14-O125,"CP CNOS. SR Q-135, SR Q-139... LOS ANGELES",5,2025-10-14 11:00:00
5268-15-O125,CONSERV Y APLIC SUPRESOR DE POLVO CONCEP 2025-2026,5,2025-10-15 09:00:00
5268-16-O125,CONSERV Y APLIC SUPRESOR DE POLVO ARAUCO 2025-2026,5,2025-10-16 09:00:00
5268-17-O125,CONSERV Y APLIC SUPRESOR POLVO BIOBIO SUR 25-26,5,2025-10-15 11:00:00
5268-18-O125,CONSERV Y APLIC SUPRESOR POLVO BIOBIO NORTE 25-26,5,2025-10-16 11:00:00
5268-19-O125,CGM NS Y PU PROV CONCEPCION SUR PONIENTE URBANA II,5,2025-11-04 10:00:00
527093-7-LE25,Contratación 8 cursos de capacitación,5,2025-10-09 15:00:00
528208-66-LE25,ADQUISICIÓN DEL SERVICIO DE TELEFONÍA Y BANDA ANCHA MÓVILES POR UN PERIODO DE 24 MESES,5,2025-10-13 15:05:00
528208-67-LE25,ADQUISICIÓN DE INSUMOS,5,2025-10-06 15:00:00
528208-68-LP25,CONSTRUCCIÓN CIRC. PAVIMENTOS CAD DIGNA ROSA,5,2025-10-30 15:30:00
5283-3-O125,CONSERVACIÓN RED VIAL EL VOLCAN-CRUCE EL VAGABUNDO,5,2025-10-16 15:00:00
5283-4-O125,CAMINO BÁSICO POR CONSERVACIÓN: CAMINO X-423,5,2025-10-17 15:00:00
5283-5-O125,CAMINO BASICO POR CONSERVACION CAMINO X-439,5,2025-10-17 15:00:00
5283-7-O125,REPOSICIÓN PUENTE COLGANTE RIO VARGAS,5,2025-10-21 15:00:00
529229-18-LE25,Seguro de Salud Dental Catastrófico y de Vida,5,2025-10-10 16:00:00
5300-21-L125,"ESTUDIO DE RED DE SALUD, CASABLANCA",5,2025-10-07 17:03:00
5315-9-LP25,OBRAS DE TERMINACIÓN Y CIERRE PERIMETRAL SEDE SOCIAL VILLA LAS ARAUCARIAS TOMÉ,5,2025-10-28 12:00:00
5338-24-LE25,CONCESION ESPACIO PARA CARROS FOOD TRUCK AUTONOMOS,5,2025-10-07 10:00:00
5338-26-LE25,Servicio de Producción de Evento Aniversario UMAG ,5,2025-10-10 15:00:00
5349-132-L125,SERVICIO DE MANTENIMIENTO PREVENTIVO A TORRES QUIRURGICAS DE LA MARCA STORZ DEL HOSPITAL PROVINCIAL DEL HUASCO MONSEÑOR FERNANDO ARIZTÍA RUIZ,5,2025-10-10 15:00:00
5349-139-LE25,SERVICIOS DE CONSULTAS MÉDICAS Y CIRUGIAS VASCULARES PARA PACIENTES DEL HPH,5,2025-10-06 15:01:00
5349-140-L125,ADQUISICION DE TELAS PAR EL HPH,5,2025-10-06 15:00:00
5349-142-L125,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ESTERILIZADOR DE PEROXIDO DE HIDROGENO DEL HOSPITAL PROVINCIAL DEL HUASCO MONSEÑOR FERNANDO ARIZTÍA RUIZ,5,2025-10-10 15:00:00
5349-143-L125,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE HUMIDIFICADORES QUE INCLUYE REPUESTOS DEL HOSPITAL PROVINCIAL DEL HUASCO MONSEÑOR FERNANDO ARIZTÍA RUIZ,5,2025-10-10 15:00:00
5349-144-L125,SERVICIO DE MANTENIMIENTO PREVENTIVO DE COMPRESOR DE AIRE LAVANDERÍA DEL HOSPITAL PROVINCIAL DEL HUASCO MONSEÑOR FERNANDO ARIZTÍA RUIZ,5,2025-10-10 15:00:00
5350-43-LP25,Convenio Estrategias de Salud Bucal año 2025,5,2025-10-10 15:07:00
5350-45-LE25,Servicios de Procedimientos Y Especialidades Médicas ,5,2025-10-15 15:07:00
537934-28-LE25,Servicio de Monitoreo Registro y Análisis de Noticias PMG,5,2025-10-06 16:30:00
537934-31-LE25,COACHING EJECUTIVO ERA-4188,5,2025-10-20 18:51:00
537934-32-LP25,Servicio de monitoreo de Redes Sociales,5,2025-10-07 15:00:00
537934-33-LE25,LICENCIAS MICROSOFT OFFICE 365 E1_PMG,5,2025-10-09 16:00:00
538598-25-LP25,CS sabanillas protectoras camas clínicas,5,2025-10-13 15:30:00
538598-26-LR25,SERVICIO REAS,5,2025-10-24 16:00:00
538598-28-LR25,Suministros para tratamiento de peritoneo diálisis,5,2025-10-27 16:00:00
538598-29-LR25,Determinaciones hormonales y  marcadores tumorales,5,2025-10-27 16:00:00
538598-30-LR25,Suministro de medios de contrastes,5,2025-10-27 16:00:00
539119-39-LR25,CONTRATACIÓN DE LOS SERVICIOS DE SEGURIDAD Y VIGILANCIA PARA LOS CONJUNTOS HABITACIONALES ADMINISTRADOS POR EL DEPARTAMENTO GESTIÓN DE VIVIENDAS Y POBLACIONES B.4.,5,2025-10-09 12:01:00
539119-41-LR25,BASES ADM. Y TÉCNICAS PROYECTO DE CONSERVACIÓN PARA EL CONJUNTO HABITACIONAL ÁLVAREZ DE TOLEDO ADMINISTRADO POR EL DEPARTAMENTO GESTIÓN DE VIVIENDAS Y POBLACIONES B.4 DEPENDIENTE DE LA DIRECCIÓN DE BIENESTAR DE CARABINEROS,5,2025-10-22 19:00:00
539119-44-LR25,REGULARIZACIÓN DEL JARDÍN INFANTIL PETETÍN UBICADO EN LA COMUNA DE PROVIDENCIA ADMINISTRADO POR EL DEPARTAMENTO DE PLANIFICACIÓN Y DESARROLLO SOCIAL B.6 DE LA DIRECCIÓN DE BIENESTAR DE CARABINEROS.,5,2025-10-23 19:00:00
539119-46-LP25,BASES ADM. Y REQUERIMIENTOS TÉC. PROYECTO DE CONSERVACIÓN PARA EL CONJUNTO HABITACIONAL 16 PONIENTE VIÑA DEL MAR ADMINISTRADO POR EL DEPARTAMENTO GESTIÓN DE VIVIENDAS Y POBLACIONES B.4 DEPENDIENTE DE LA DIRECCIÓN DE BIENESTAR DE CARABINEROS,5,2025-10-23 12:00:00
539119-48-LE25,PROYECTO DE REPARACIÓN PARCIAL DE INMUEBLE FISCAL UBICADO EN CALLE CONSTITUCIÓN N°226 COMUNA DE CHILLÁN XVI REGIÓN DE ÑUBLE,5,2025-10-09 12:00:00
539119-49-LE25,ADQUISICIÓN ROPA DE CAMA Y TOALLAS POR LÍNEAS  PARA HOTELES Y CENTROS RECREACIONALES ADMINISTRADOS POR EL DEPARTAMENTO RECREACIONAL Y GASTRONÓMICO B.1 DE LA DIRECCIÓN DE BIENESTAR DE CARABINEROS,5,2025-10-13 15:01:00
539119-51-LE25,BASES DE LICITACIÓN REMODELACIÓN PISO 12 EDIFICIO NORAMBUENA DEPENDIENTE DE LA DIRECCIÓN DE BIENESTAR DE CARABINEROS DE CHILE,5,2025-10-13 16:00:00
5394-39-LE25,ADQUISICIÓN DE EQUIPAMIENTO TECNOLÓGICO,5,2025-10-10 15:00:00
5394-44-LE25,CONTRATACIÓN DE CONSULTORÍA PROCESOS VRAF UMAG,5,2025-10-10 15:00:00
539778-6-LE25,MANTENIMIENTO DE MOTORES FUERA DE BORDA PERTENECIENTES AL PAÑOL ANTÁRTICO,5,2025-10-08 14:00:00
5401-4-LE25,LICENCIAS DE SOFTWARE PARA PLATAFORMA B.I,5,2025-10-08 17:30:00
540362-6-LQ25,Contrato de Suministro de Carros Bomba Aljibes,5,2025-12-09 15:01:00
540362-7-LQ25,Contrato de Suministro de Carros Cisterna,5,2025-12-09 15:01:00
540362-8-LQ25,C.M DE EPP ESTRUCTURAL NORMA NFPA,5,2025-12-09 15:01:00
5407-39-LR25,“CONS MANT Y VIG PARQUE CERRO CARACOL CONCEPCION,5,2025-10-09 10:00:00
5407-54-LE25,“Mejoramiento Plaza Polcura comuna de Tucapel”.,5,2025-10-08 12:00:00
5407-55-O125,PPP 30 llamado LP24 Coronel,5,2025-10-06 15:00:00
5407-56-O125,RELOCALIZADOS LONCOPANGUE ,5,2025-10-07 11:00:00
5407-57-LP25,DISEÑO CONJUNTO HABITACIONAL EL MORRO TALCAHUANO,5,2025-10-15 11:00:00
5407-58-LQ25,SERVICIO DE RESGUARDO SECTOR MICHAIHUE 716.,5,2025-10-23 10:00:00
5407-59-O125,PPP 33 llamado LP26 Laja,5,2025-10-27 15:00:00
5407-60-O125,PPP 32 llamado LP32 Laja,5,2025-10-27 15:00:00
5407-61-O125,PPP 32 llamado LP34 Hualqui,5,2025-10-27 15:00:00
5413-116-LP25,SERVICIO DE COBRANZA EXTRAJUDICIAL Y JUDICIAL DE CRÉDITO SOLIDARIO LEY 19.287 PARA DEUDAS CON PRIMCO DEL 2020 A 2021 PARA LA UNIVERSIDAD DE LOS LAGOS,5,2025-10-20 15:30:00
