FechaCierre,Descripcion,Estado,CodigoTipo,TipoConvocatoria,MontoEstimado,Modalidad,EmailResponsablePago,Comprador.NombreOrganismo,Comprador.NombreUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.NombreUsuario,Comprador.CargoUsuario
2025-10-20 15:00:00,Diseño arquitectura paisajismo y especialidades,,,,,,,,,,,,
2025-10-06 16:15:00,ADQUISICION DE CONTENEDORES DE RESIDUOS DE 1000 LT,,,,,,,,,,,,
2025-10-10 16:00:00,SERVICIO DE PRODUCCION DE EVENTOS ACTIVIDADES PMGM,,,,,,,,,,,,
2025-10-20 16:22:00,PRODUCCION DE EVENTOS PARA SERVICIOS TRASPASADOS,,,,,,,,,,,,
2025-11-03 15:01:00,Reposición bancas y basureros sector centro,,,,,,,,,,,,
2025-10-08 16:00:00,Mej. Rep. Serv. San. Bajo Perquin Corralones,,,,,,,,,,,,
2025-10-07 17:00:00,Serv. Traslado Estudiantes de la comuna - Dideco,,,,,,,,,,,,
2025-10-23 15:00:00,CONSERV. EMERGENCIA ESC. LOS PINOS - ARAUCO,,,,,,,,,,,,
2025-10-09 09:00:00,Servicio Arriendo Plataforma Escuela San Pedro de LaraqueteSEP,,,,,,,,,,,,
2025-10-13 15:35:00,ADQUISICION E INSTALACION DE CIRCUITO DEPORTIVO PROGRAMA PROMOCIÓN DE SALUD.,,,,,,,,,,,,
2025-10-09 15:30:00,ARTICULOS Y EQUIPOS PARA FUNCIONAMIENTO PROGRAMA MAIS,,,,,,,,,,,,
2025-11-14 15:00:00,PROYECTO: “CONSTRUCCIÓN CASETAS SANITARIAS ZONA URBANA- COMUNA DE PICHILEMU” ZONA 2,,,,,,,,,,,,
,Servicio profesional Reposición Alumbrado Público,,,,,,,,,,,,
2025-10-10 18:00:00,MATERIAL BIBLIOGRAFICO CRBP,,,,,,,,,,,,
2025-10-09 17:30:00,CONTRATO DE SUMINISTRO DE ERITROPOYETINA PARA EL HOSPITAL SAN JUAN DE DIOS DE CURICÓ,,,,,,,,,,,,
2025-10-06 15:01:00,CONTRATO POR SERVICIO DE MONITOREO GESTIÓN Y CONTROL DE FLOTA VEHICULAR DEL HOSPITAL SAN JUAN DE DIOS DE CURICÓ,,,,,,,,,,,,
2025-10-09 15:00:00,COMPRA DE SERVICIOS DE PERSONAL CLÍNICO ,,,,,,,,,,,,
2025-10-09 12:30:00,SERVICIOS DE PERSONAL PARA LA SUBDIRECCIÓN DE OPERACIONES,,,,,,,,,,,,
2025-10-09 15:00:00,"SC 38596/38596 ADQUISICIÓN DE PASAJES AEREOS INTERNACIONALES CON SEGURO DE ASISTENCIA, TRAMO BARCELONA ESPAÑA-SANTIAGO CHILE, DESDE EL 21 HASTA 27 DE OCTUBRE, SEGÚN ARTICULO 38 LEY 21094 DE UNIVERSIDA",,,,,,,,,,,,
2025-10-10 15:30:00,LICENCIAS PARA UNIDAD DE PROYECTOS MUNICIPAL,,,,,,,,,,,,
2025-10-10 12:00:00,SERVICIO PRODUCCION FIESTA DE LA PLATEADA 2025,,,,,,,,,,,,
2025-10-09 18:51:00,CONVENIO DE SUMINISTRO DE MOVILIZACION,,,,,,,,,,,,
2025-10-10 19:52:00,ADQUISICIÓN DE CAMIONETA  4X4 2026 .,,,,,,,,,,,,
2025-10-13 16:00:00,SEGURO CONTRA TODO RIESGO EXCAVADORA RODILLO RETROEXCAVADORA Y CAMIÓN MERCEDES BENZ,,,,,,,,,,,,
2025-10-09 15:30:00,RECUPERACION ESPACIO DE RECREACION Y ESPARCIMIENTO SECTOR BALMACEDA TIERRA AMARILLA,,,,,,,,,,,,
2025-10-10 16:00:00,SUMINISTRO GENERAL DE FERRETERÍA 2025,,,,,,,,,,,,
2025-10-06 15:00:00,REPOSICIÓN ALUMBRADO PUBLICO BY PASS PENCO LIRQUEN ,,,,,,,,,,,,
2025-10-09 15:00:00,CONSTRUCCIÓN BARRERAS PEATONALES URBANAS DIVERSOS SECTORES DE PENCO SEGUNDO LLAMADO,,,,,,,,,,,,
2025-10-13 15:02:00,CONSTRUCCIÓN CUBIERTA MULTICANCHA ESCUELA CORNECHE,,,,,,,,,,,,
2025-10-23 11:00:00,REPOSICIÓN Y ADQUISICIÓN CAMIONES RECOLECTORES RSD,,,,,,,,,,,,
2025-10-13 15:01:00,SUMINISTRO DE SISTEMA DE GESTIÓN DE FILAS PARA CES,,,,,,,,,,,,
2025-10-08 15:01:00,CONSECIÓN SERV. DE BARRIDO RECOLECC. TRANSP. Y DISP. FINAL RESIDUOS SÓLIDOS DOMICILIARIOS COMUNA DE RETIRO,,,,,,,,,,,,
2025-10-06 15:00:00,ADQUISICIÓN EQUIPOS COMPUTACIONALES Y OTROS RETIRO 2025,,,,,,,,,,,,
2025-10-14 15:00:00,SERVICIO DE ARRIENDO Y MATENCIÓN GABINETE PSICOTÉCNICO MUNICIPALIDAD DE RETIRO,,,,,,,,,,,,
2025-10-13 15:10:00,INSTRUMENTOS MUSICALES,,,,,,,,,,,,
2025-10-13 15:01:00,Adquisición de desfibriladores ,,,,,,,,,,,,
2025-10-13 15:01:00,INSUMOS REHABILITACIÓN FÍSICA,,,,,,,,,,,,
2025-10-13 15:01:00,ADQUISICIÓN DE SERVICIOS DE SOFTWARE MICROSOFT O SU EQUIVALENTE. ,,,,,,,,,,,,
2025-10-17 11:00:00,CENCESION SERVICIO DE RECOLECCION DE RESIDUOS SOLI,,,,,,,,,,,,
2025-11-03 15:01:00,“CONTRATACIÓN DE SERVICIOS DE ORIENTACIÓN LABORAL PARA LA PLATAFORMA DE ORIENTACIÓN LABORAL EN LÍNEA”,,,,,,,,,,,,
2025-10-10 15:00:00,CONTRATACIÓN DE SERVICIOS DE INTERMEDIACIÓN LABORAL PARA LA PLATAFORMA LABORAL DE LA REGIÓN DE ÑUBLE,,,,,,,,,,,,
2025-10-07 15:00:00,EVENTO ENCUENTRO CON EL EMPLEO: ORGANIZACIÓN Y OPERACIÓN DE SERVICIOS PARA PROMOVER LA VINCULACIÓN LABORAL A NIVEL NACIONAL ENTRE OFERENTES DE PUESTOS DE TRABAJO Y POSTULANTES,,,,,,,,,,,,
2025-10-20 15:01:00,14.800 m3 de base granular con CBR  100 % para camino I-744-J comuna Lolol Prov. Colchagua,,,,,,,,,,,,
2025-10-08 14:00:00,321 GIFTCARD DE VESTUARIO PARA ALUMNOS DEL PROGRAMA PRO-RETENCIÓN DE LA COMUNA DE SAN NICOLÁS,,,,,,,,,,,,
2025-10-22 11:10:00,Servicios Guardia Derivador 2025-2026,,,,,,,,,,,,
2025-10-21 10:00:00,Servicios de Aseos y Sanitización 2025-2026,,,,,,,,,,,,
2025-10-06 15:00:00,CONVENIO DE SUM. MOVILIZACION P. IBAÑEZ-COYHAIQUE,,,,,,,,,,,,
2025-10-06 15:00:00,ITO REPOSICIÓN MEDIALUNA Y RODEO CHILE CHICO,,,,,,,,,,,,
2025-10-10 14:00:00,CONVENIO SUMINISTRO TELEVISIVO Y CAMPAÑA DIGITAL,,,,,,,,,,,,
2025-10-13 16:05:00,ITO MEJORAMIENTO Y AMPLIACIÓN ADEM,,,,,,,,,,,,
2025-10-06 15:05:00,SERVICIO DE ASEO DNT,,,,,,,,,,,,
2025-10-14 15:00:00,Serv. mantención equipos y sistemas eléctricos DT,,,,,,,,,,,,
2025-11-20 15:00:00,REPOSICIÓN ALUMBRADO PÚBLICO LED COPIAPO L66,,,,,,,,,,,,
2025-11-03 16:00:00,PROVISIÓN E INSTALACIÓN  UNIDADES DENTALES,,,,,,,,,,,,
2025-10-13 16:00:00,LICENCIA FORTIGATE Y LICENCIA  FORTIANALYZER,,,,,,,,,,,,
2025-10-13 16:00:00,Contratación por 36 Meses del Servicio de Retiro Transporte Tratamiento y Disposición Final de Residuos Especiales REAS y Peligroso RESPEL para el HOSCAR,,,,,,,,,,,,
2025-10-13 16:00:00,Provisión instalación y habilitación de contenedores para el almacenamiento y acopio de insumos médicos y dentales del Hoscar,,,,,,,,,,,,
2025-10-13 16:00:00,PROV.E INSTALACIÓN DE 01 LAVAVAJILLAS DE ARRASTRE.,,,,,,,,,,,,
2025-10-06 16:00:00,Adquisición de Equipos Médicos para el Servicio Soporte Quirúrgico,,,,,,,,,,,,
2025-10-09 16:00:00,ADQUISICIÓN DE UNA IMPRESORA MULTIFUNCIONAL Y 192 TÓNER PARA EL DEPARTAMENTO DE INFORMATICA DEL HOSPITAL DE CARABINEROS.,,,,,,,,,,,,
2025-10-09 16:00:00,ADQUISICIÓN DE EQUIPAMIENTO MÉDICO Y ACCESORIOS PARA LA UNIDAD DE TRAUMATOLOGÍA DEL HOSPITAL DE CARABINEROS,,,,,,,,,,,,
2025-10-09 16:00:00,Adquisición de accesorios médicos e instrumental quirúrgico para diferentes servicios clínicos del Hospital de Carabineros,,,,,,,,,,,,
2025-10-20 16:00:00,Contratación Del Servicio De Mantención Y Reparación De Cercos Eléctricos Y Puertas De Acceso Para Diferentes Centros Médicos De La Red De Salud Y El Hospital De Carabineros.,,,,,,,,,,,,
2025-10-10 16:00:00,La contratación del suministro de materiales de construcción por un periodo de 12 meses destinados a dependencias del hospital de carabineros,,,,,,,,,,,,
2025-11-03 16:00:00,Provisión E Instalación De Sistema De Control De Acceso Vehicular Para El Hospital De Carabineros.,,,,,,,,,,,,
2025-10-09 15:00:00,OBRAS DE REPARACIÓN BIBLIOTECA PÚBLICA ALGARROBO,,,,,,,,,,,,
2025-10-13 15:01:00,Manta Barredora de Pista Aerodromo Balmaceda,,,,,,,,,,,,
2025-10-06 17:00:00,COMPRA DE MEDICAMENTOS PARA DEPTO SALUD MAULE,,,,,,,,,,,,
2025-10-06 17:00:00,CONVENIO DE  SUMINISTRO ARTICULOS   FERRETEROS,,,,,,,,,,,,
2025-10-15 12:00:00,ADQUISICION RETROEXCAVADORA COMUNA DE FUTRONO,,,,,,,,,,,,
2025-10-06 15:09:00,CONSTRUCCIÓN RAMPA ACCESO UNIVERSAL,,,,,,,,,,,,
2025-10-09 10:03:00,ASESORIA JURIDICA PROCESOS EXPROPIATORIOS FUTRONO,,,,,,,,,,,,
2025-10-09 18:41:00,CONVENIO DE OXIGENO MEDICINAL - CESFAM EL MONTE,,,,,,,,,,,,
2025-10-16 15:00:00,Renovación plataforma virtualización servidores ,,,,,,,,,,,,
2025-10-24 14:00:00,FIPA 2025-14 Monitoreo y evaluación para el diseño de estrategias de explotación sostenible de luga gigartina skottsbergii sarcothalia crispata y almeja ameghinomya antiqua en la Región de Aysén del General Carlos Ibáñez del Campo,,,,,,,,,,,,
2025-10-24 14:00:00,FIPA 2025-06 “Determinación de los niveles de concentración y especiación química de arsénico orgánico e inorgánico en moluscos bivalvos y macroalgas de importancia comercial para consumo humano”,,,,,,,,,,,,
2025-10-09 09:30:00,CONSTRUCCIÓN EDIFICIO USO MULTIPLE PLAZA LOS CIPRE,,,,,,,,,,,,
2025-10-10 10:01:00,CONSTRUCCIÓN BODEGA MUNICIPAL POZO LASTRE,,,,,,,,,,,,
2025-10-14 10:00:00,CONSTRUCCION CANCHA ÑANCUPEL MELINKA,,,,,,,,,,,,
2025-10-06 16:31:00,2do LLAMADO CS MOVILIZACION EDUCACION AÑO 2025,,,,,,,,,,,,
2025-10-06 15:00:00,Adquisición de sillas mesas e implementos deportivos para el Cesfam CholChol,,,,,,,,,,,,
2025-10-06 15:15:00,“Contratación de Servicio de Transporte Escolar Sistema Municipal”.,,,,,,,,,,,,
2025-10-08 17:00:00,ADQ. FÁRMACOS DE USO FRECUENTE Y ADM. ORAL,,,,,,,,,,,,
2025-10-13 16:00:00,SEGURO O PLAN COMPLEMENTARIO COBERTURA VIDA Y SAL,,,,,,,,,,,,
2025-10-06 15:00:00,Servicio transporte personas mayores II llamado,,,,,,,,,,,,
2025-10-10 09:00:00,Servicio de Obra vendida para Familias del Programa Habitabilidad convocatoria 2024 II Llamado,,,,,,,,,,,,
2025-10-13 15:01:00,Servicio de consultoría de diseño del proyecto Mejoramiento Barrio Histórico El Polígono comuna Quinta Normal,,,,,,,,,,,,
2025-10-20 15:01:00,Construcción de Pozo Profundo en PSR Butalelbun ,,,,,,,,,,,,
2025-10-22 11:00:00,Concesión Funicular Cerro San Cristóbal,,,,,,,,,,,,
2025-10-24 15:08:00,MEJORAMIENTO ESPACIOS PUBLICOS,,,,,,,,,,,,
2025-10-24 18:45:00,CONSTRUCCION CENTRO DE COMERCIALIZACION,,,,,,,,,,,,
2025-10-24 17:31:00,CONSTRUCCION SEÑALETICA AREAS URBANAS,,,,,,,,,,,,
2025-10-08 14:00:00,SERVICIO DE ASEO CLÍNICO Y NO CLÍNICO 2025-2026,,,,,,,,,,,,
2025-11-06 11:00:00,Concesión Teleférico Pio Nono Cerro San Cristobal,,,,,,,,,,,,
2025-10-24 15:00:00,Serv. Prefactibilidad Avda. Centenario Com.Stgo.,,,,,,,,,,,,
2025-10-10 13:00:00,SUMINISTRO DE TINTAS Y TONER 2025-2026 D.A.E.M.,,,,,,,,,,,,
2025-10-14 16:00:00,MANTENCION Y REPARACION DE VEHICULOS DISAM EL TABO,,,,,,,,,,,,
2025-10-14 16:00:00,SERVICIO COMUNICACION INTERNET-TELEFONIA IP-MOVIL,,,,,,,,,,,,
2025-10-14 16:00:00,SUM.CRISTALES OPTICOS CON MONTAJE OPTICA MUNICIPAL,,,,,,,,,,,,
2025-10-09 16:00:00,Adquisicion Materiales para levantamiento de cerco,,,,,,,,,,,,
2025-10-27 15:00:00,Servicio de aseo para dependencias de SERVIU RM,,,,,,,,,,,,
2025-10-06 15:31:00,SERVICIO DE BANQUETERIA Y AMPLIFICACION DAEM TIRUA,,,,,,,,,,,,
2025-10-14 15:00:00,REACONDICIONAMIENTO PLANTA TRATAMIENTO AGUAS SERV,,,,,,,,,,,,
2025-10-08 15:00:00,CONTRATACIÓN DE CONSULTORÍA PARA DIAGNÓSTICO,,,,,,,,,,,,
2025-10-09 15:00:00,CONTRATACIÓN DE CAPACITACIONES DIFERENTES MODULOS,,,,,,,,,,,,
2025-10-06 15:00:00,ADQUISICIÓN SERVICIO COCTEL Y CENA,,,,,,,,,,,,
2025-10-06 15:00:00,ADQUISICIÓN DE MODULO CON IMPLEMENTACIÓN,,,,,,,,,,,,
2025-10-06 15:00:00,Servicio de Telefonía Móvil y Banda ancha Móvil SERVIU Metropolitano,,,,,,,,,,,,
2025-10-07 15:00:00,ESTRATEGIAS TERRITORIALES DE FOMENTO LECTOR 2025,,,,,,,,,,,,
2025-10-07 13:23:00,PRODUCCION DE TALLERES FOMENTO LECTOR - ATACAMA,,,,,,,,,,,,
2025-10-13 16:18:00,PRODUCCION CECREAPALOOZA VALLENAR,,,,,,,,,,,,
2025-10-06 16:38:00,SERVICIO DE PRODUCCIÓN INTEGRAL CONCURSO DE COMPOS,,,,,,,,,,,,
2025-10-06 19:54:00,SERVICIO DE PRODUCCIÓN INTEGRAL PARA LA ACTIVIDAD,,,,,,,,,,,,
2025-10-06 16:22:00,SERVICIO DE PRODUCCIÓN INTEGRAL PARA EJECUCIÓN DEL,,,,,,,,,,,,
2025-10-09 19:55:00,SERVICIOS DE PRODUCCIÓN INTEGRAL PARA EL DESARROLL,,,,,,,,,,,,
2025-10-13 17:25:00,SERVICIO DE PRODUCCIÓN INTEGRAL DEL FESTIVAL ASTRO,,,,,,,,,,,,
2025-10-10 12:00:00,SERVICIO DE ESCUELAS RURALES PNL MAULE 2025,,,,,,,,,,,,
2025-10-09 12:38:00,Produccion de Pr.Nac.Desarrollo artistico Ed.,,,,,,,,,,,,
2025-10-09 15:52:00,Serv. Mantencion general de edificio Cecrea,,,,,,,,,,,,
2025-10-13 15:01:00,Ss PROD ENC CULTORES-VI FERIA CULTURAS y CEREMONIA PREMIO REGIONAL 2025,,,,,,,,,,,,
2025-10-13 15:01:00,SERVICIOS DE ALOJAMIENTO Y ALIMENTACIÓN,,,,,,,,,,,,
2025-10-13 15:01:00,SERV. PRODUCC. INTEGRAL  MIGRANTES 2025.,,,,,,,,,,,,
2025-10-06 18:00:00,INSUMOS ODONTOLÓGICOS PARA EL PROGRAMA GES CRNH,,,,,,,,,,,,
2025-10-06 18:00:00,Servicio de Profesor de Huerta - Programa Salud Mental CRNH,,,,,,,,,,,,
2025-10-10 18:00:00,ADQUISICION DE MATERIALES ELECTRICOS GG.EE,,,,,,,,,,,,
2025-10-07 17:00:00,Auditoría externa a los Estados financieros,,,,,,,,,,,,
2025-10-22 15:01:00,SERVICIO DE CUENTAS CORRIENTES BANCARIAS,,,,,,,,,,,,
2025-11-14 15:01:00,REMODELACION CENTRO PROVISORIO DE ATENCIÓN SOCIAL,,,,,,,,,,,,
2025-10-14 15:01:00,CONSTRUCCIÓN PROYECTO DE RIEGO,,,,,,,,,,,,
2025-10-17 12:00:00,II LLAMADO CONTRATO OPERACION LEASEBACK TREHUACO,,,,,,,,,,,,
2025-10-21 16:00:00,CONVENIO DE SUMINISTRO DE SUTURAS ENERGIZADAS + CONSOLAS EN COMODATO,,,,,,,,,,,,
2025-10-29 17:43:00,CONVENIO DE SUMINISTRO DE INSUMOS CIRUGIA GENERAL PARA PABELLON,,,,,,,,,,,,
2025-10-10 19:57:00,CONVENIO DE SUMINISTRO DE INSUMOS GINECOLOGIA TRAUMATOLOGIA UROLOGIA Y DENTAL PABELLON,,,,,,,,,,,,
2025-10-06 15:07:00,CONVENIO DE SUMINISTRO DE INSUMOS ANTICEPTICOS Y DESINFECTANTES III,,,,,,,,,,,,
2025-10-06 15:00:00,INSUMOS PARA LA UNIDAD DE SEDILE,,,,,,,,,,,,
2025-10-06 16:00:00,SEGUNDO LLAMADO ADQUISICIÓN DE SET INSTRUMENTAL INDIVIDUAL LAPAROSCÓPICO,,,,,,,,,,,,
2025-10-13 16:00:00,SERVICIO DE ASEO HOSPITAL DE QUILPUÉ,,,,,,,,,,,,
2025-10-06 16:30:00,SERVICIO DE INFORMES DE EXAMENES DE TOMOGRAFIA COMPUTARIZADA,,,,,,,,,,,,
2025-10-17 16:00:00,SERVICIO DE VIGILANCIA HOSPITAL DE QUILPUÉ,,,,,,,,,,,,
2025-10-15 15:00:00,CONVENIO DE SUMINISTRO DE BOLSAS Y MANGAS PLÁSTICAS,,,,,,,,,,,,
2025-10-09 15:00:00,SERV REPARACION PISO EXTERIOR E INTERIOR PISCINA,,,,,,,,,,,,
2025-10-16 10:01:00,CONSTRUCCIÓN CIERRE PERIMETRAL CANCHA CD LA FRONTERA CONCEPCIÓN,,,,,,,,,,,,
2025-10-28 13:00:00,SEGUNDO LLAMADO CONSTRUCCION PARQUE LAS TAGUAS CAMPAMENTO SAN FRANCISCO Y RIO ANDALIEN,,,,,,,,,,,,
2025-10-07 15:42:00,REPOSICION DE VEREDAS Y ESPACIO PUBLICO CHOLCHOL,,,,,,,,,,,,
2025-10-07 15:30:00,REPOSICION SEDE SOCIAL N°14 Y CIERRE PERIMETRAL COMUNA DE CHOLCHOL,,,,,,,,,,,,
2025-10-20 15:46:00,CONSTRUCCION SUBSIDIOS HABITACIONALES EN EL SITIO DEL RESIDENTE,,,,,,,,,,,,
2025-10-06 15:05:00,SERVICIO DE ALIMENTACION DE ALMUERZO TRADICIONAL MAPUCHE PEWU TXAFXINTUN CHOLLCHOLL WARRIA MEU PROGRAMA PARA PEQUEÑAS LOCALIDADES,,,,,,,,,,,,
2025-10-07 10:00:00,Capacitación en cursos de conducción San Pedro de Atacama.,,,,,,,,,,,,
2025-10-06 16:01:00,Equipamiento clínico y otros DESAM SPA,,,,,,,,,,,,
2025-10-13 15:12:00,Pruebas H817,,,,,,,,,,,,
2025-10-13 15:01:00,Adquisición de insumos Dentales y Médicos,,,,,,,,,,,,
2025-10-09 16:00:00,SERVICIO DE ASEO GENERAL,,,,,,,,,,,,
2025-10-24 16:00:00,CONSTRUCCIÓN VIVIENDAS DEL PROGRAMA DE HABITABILIDAD RURAL,,,,,,,,,,,,
2025-10-07 16:30:00,ADQUISICIÓN CAMIÓN LIMPIA FOSAS PARA MANTENCIONES Y EMERGENCIAS SISTEMAS DE ALCANTARILLADO COMUNA DE RÍO IBÁÑEZ,,,,,,,,,,,,
2025-10-06 15:00:00,ADQ.DE RODILLO COMPACTADOR DOBLE TAMBOR 740 KG.,,,,,,,,,,,,
2025-11-21 11:30:00,"MEJ RTA Q-148, LA SUERTE - LAS QUILAS, BIOBIO",,,,,,,,,,,,
2025-12-04 10:30:00,"CONSTR.CONEXIÓN VIAL RALCO – LONQUIMAY, R.BIOBÍO",,,,,,,,,,,,
2025-11-07 10:30:00,AIF VILLA ORTEGA ,,,,,,,,,,,,
2025-10-15 11:30:00,O. Puente Pocoyan Reg. de La Araucanía,,,,,,,,,,,,
2025-10-22 09:30:00,Repocición Puente Chorrillo Vapor Reg XII,,,,,,,,,,,,
2025-10-14 09:30:00,"MEJ.PAS.URB. R.5 ARICA, SEC.C, R.XV. 3er Llamado",,,,,,,,,,,,
2025-10-14 11:30:00,"EST. ING. PTE VESPERTINA-LAS GAVIOTAS, LOS LAGOS",,,,,,,,,,,,
2025-10-16 10:30:00,"Est. Ing. Reposición Puente Pupio, Región Coquimbo",,,,,,,,,,,,
2025-10-10 10:30:00,AIF PUENTE PUTAGAN - LINARES,,,,,,,,,,,,
2025-10-28 10:30:00,EST.PREF. COSTERA PAPUDO REGION DE VALPARAISO,,,,,,,,,,,,
2025-10-15 10:30:00,"Est. Ing. Actualización 2do puente, Reg.XIV",,,,,,,,,,,,
2025-10-30 10:30:00,"AIF MEJ. RUTA 235-CH S.PTO RAMÍREZ-PALENA, R.X.",,,,,,,,,,,,
2025-10-29 10:30:00,E.BÁSICO ANÁLISIS MEDICIONES RUIDOS ZONA AUSTRAL,,,,,,,,,,,,
2025-11-04 10:30:00,EST. BASICO ALTO RENDIMIENTO ETAPA 1,,,,,,,,,,,,
2025-10-16 18:30:00,CONCESION CASINO HOSPITAL REGIONAL DE TALCA,,,,,,,,,,,,
2025-10-13 15:12:00,Servicio mantención integral de maquinas de anestesia,,,,,,,,,,,,
2025-10-13 16:13:00,Mantención preventiva sillones dentales	,,,,,,,,,,,,
2025-10-06 17:30:00,SERVICIO E INSUMOS SISTEMA DE DETECCIÓN Y EXTINCIÓN DE INCENDIOS ,,,,,,,,,,,,
2025-10-07 13:00:00,CONVENIO PARA TRATAMIENTO DE ESCOLIOSIS EN NIÑOS Y ADOLESCENTES,,,,,,,,,,,,
2025-10-20 17:00:00,Convenio prótesis escoliosis neuromuscular,,,,,,,,,,,,
2025-10-09 16:31:00,CONVENIO POR AUDÍFONOS PARA HIPOACUSIA BILATERAL PACIENTES GES NO GES MAYORES DE 4 AÑOS,,,,,,,,,,,,
2025-10-09 15:00:00,CONVENIO PARA TRATAMIENTO DE CIFOESCOLIOSIS,,,,,,,,,,,,
2025-10-06 15:01:00,Servicio arriendo adaptador polisomnografo,,,,,,,,,,,,
2025-10-30 15:00:00,Servicio de apoyo personal médico para Unidad de Emergencia,,,,,,,,,,,,
2025-10-07 14:00:00,COMPRA DE SERVICIO DE INFORMACIÓN APOYO Y ORIENTACIÓN AL USUARIO,,,,,,,,,,,,
2025-10-10 14:45:00,SN855-PRO RETENCION SERVICIO DE SALIDA PEDAGOGICA  BELEZAS Y SECRETOS  NATURALES DE  CONGUILLIO ,,,,,,,,,,,,
2025-10-06 15:00:00,"S271-SEP. TALLER ""MANEJO DE SITUACIONES DE CRISIS EN CONTEXTOS ESCOLARES"" PARA INSUCO ORD N°32",,,,,,,,,,,,
2025-10-06 15:10:00,"S005-SEP. SERVICIO DE SALIDA PEDAGOGICA ""LLAMAS DEL SUR"" PARA LICEO GABRIELA MISTRAL ",,,,,,,,,,,,
2025-10-06 15:30:00,"S7-SEP. CAPACITACIÓN ""DESAROLLO DE HABILIDADES DE LENGUA INGLESA"" PARA COLEGIO MUNDO MÁGICO ",,,,,,,,,,,,
2025-10-06 15:40:00,S355-SEP. SERVICIO DE CAPACITACIÓN PARA ESC.REDUCCION MONTE VERDE ORD N°27,,,,,,,,,,,,
2025-10-07 10:00:00,s324 S.E.P. ADQUISICIÓN DE CAPACITACIÓN PARA ESCUELA STANDARD (ORD N°99),,,,,,,,,,,,
2025-10-07 10:00:00,S325 S.E.P. ADQUISICIÓN DE CAPACITACIÓN PARA ESCUELA STANDARD (ORD N°98),,,,,,,,,,,,
2025-10-06 16:30:00,S581 CAPACITACIÓN: “JUEGOS Y ESTRATEGIAS LÚDICAS PARA EL DESARROLLO DE HABILIDADES SOCIOEMOCIONALES” PARA ESCUELA COLLIMALLIN ORD N°25 PIE,,,,,,,,,,,,
2025-10-08 16:30:00,S598 CAPACITACIÓN “ESTRATEGIAS LÚDICAS PARA EL BIENESTAR Y LA CONVIVENCIA ESCOLAR DE LOS EQUIPOS EDUCATIVOS” PARA ESCUELA COLLIMALLIN ORD N°25 PIE,,,,,,,,,,,,
2025-10-08 16:30:00,"S584 CAPACITACIÓN “FORTALECIMIENTO DE LA CO-ENSEÑANZA Y TRABAJO COLABORATIVO COMO UNA ESTRATEGIA INCLUSIVA"" PARA LA ESCUELA VILLA ALEGRE ORD N°38 PIE",,,,,,,,,,,,
2025-10-06 16:30:00,S588 CAPACITACIÓN “ESTRATEGIAS DE INTERVENCIÓN EN ESTUDIANTES QUE PRESENTEN TRASTORNO DE ESPECTRO AUTISTA” PARA ESCUELA MUNICIPAL LOS AVELLANOS ORD N°47 PIE,,,,,,,,,,,,
2025-10-06 16:30:00,"S356 ""CAPACITACIÓN ENSEÑANZA DE UN  SEGUNDO IDIOMA EN CONTEXTO BILINGÜE CON UN ENFOQUE INCLUSIVO A ESTUDIANTES CON NECESIDADES EDUCATIVAS ESPECIALES , PARA COLEGIO MUNDO MAGICO S23 PIE""",,,,,,,,,,,,
2025-10-06 16:30:00,"S357 CAPACITACIÓN NEUROCIENCIA EDUCTIVA ESTRATEGIAS DE INTERVENCIÓN PARA EL APRENDIZAJE DE ESTUDIANTES CON NECESIDADES EDUCATIVAS ESPECIALES, PARA COELGIO MUNDO MAGICO S21""PIE",,,,,,,,,,,,
2025-10-06 16:30:00,S596 CAPACITACIÓN “TRABAJO EN EQUIPO Y COMUNICACIÓN EFECTIVA” PARA ESCUELA MILLARAY ORD N°64 PIE,,,,,,,,,,,,
2025-10-09 16:30:00,S773 CAPACITACIÓN TRASTORNO DEL ESPECTRO AUTISTA Y CONCIVENCIA EN LA COMUNIDAD EDUCATIVA PARA ESCUELA MILLARAY ORD N°65 PIE,,,,,,,,,,,,
2025-10-10 10:00:00,SN°461-SEP-SALIDA PEDAGÓGICA “VISITA JARDÍN BOTÁNICO Y FUERTE DE NIEBLA” PARA ESCUELA MUNICIPAL PEDRO DE VALDIVIA DE TEMUCO,,,,,,,,,,,,
2025-10-10 10:00:00,SN°333 SEP-CAPACITACIÓN: “ESTRATEGIAS DE RESOLUCIÓN ALTERNATIVA DE CONFLICTOS EN EL AULA” “ESCUELA ARTURO PRAT - TEMUCO,,,,,,,,,,,,
2025-10-07 15:00:00,"SCHC 226 SUMINISTRO, INSTALACIÓN Y CONFIGURACIÓN DE SISTEMA DE BOTONES INALÁMBRICOS PARA EL CESFAM PUEBLO NUEVO. CONVENIO AGL, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS",,,,,,,,,,,,
2025-10-06 15:00:00,"SCHC 233 SERVICIO DE RELATORÍA PARA CURSO ""METODOLOGÍA DE EDUCACIÓN ACTIVA PARTICIPATIVA EN SALUD"" PARA FUNCIONARIOS DEL CESFAM EL CARMEN. CONVENIO MAIS, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS",,,,,,,,,,,,
2025-10-13 15:00:00,SCHC N°240 Servicio de remodelación sala rio de Cesfam Amanecer,,,,,,,,,,,,
